,titles,first_ps,authors,reply_lps,reply_qs,found_time,ltimes,year,fields
227,我爸把我妈眼角打出血了，怎么报复他，现在15，还没到16,我爸把我妈眼角打出血了，怎么报复他，现在15，还没到16,龙儿大河,Mao_Dancer,24,2020/7/7,8月4日,2020,6454098941
228,国庆被家暴坐了人生第一辆救护车,本人01年女孩，家有8岁妹妹，44岁的妈妈和一个有暴力倾向谎话连篇不负责任的老爸。 我爸妈关系不是很好，妈妈因为我们姐妹俩一直努力支撑维护这段关系，之前也有过家暴情况，当时我妈很想离婚，但是又被骗回去了。 国庆期间因为差点闹出人命，我妈终于决定要跟我爸离婚了。,崽崽阳,清莲023,306,2020/1/21,8月4日,2020,6284510054
229,如何劝说被家暴的母亲离婚她现在嘴上说对那个男人已经没有感情了,如何劝说被家暴的母亲离婚 她现在嘴上说对那个男人已经没有感情了，可就是不愿离婚，说怕影响我心理和前途。可我已经大学了，在外地（我家四川，现在北京）读书，并且专业与政治无关，我也是恨不得杀了我父亲，从小到大几次下手就差一点了。现在我想用一种平和的方法解决问题，就是离婚，可我妈就是有一堆借口不离婚，然后继续在我不在家的时候被打。,拔辣辣小...,拔辣辣小...,11,2019/10/1,8月4日,2020,6438638298
230,男朋友又打了我这已经是不知道第几次了，可是他却没有一点愧疚感,男朋友又打了我这已经是不知道第几次了，可是他却没有一点愧疚感,好魄力太空,清莲023,129,2020/1/11,8月3日,2020,6237005535
231,"如果一个男人对自己老婆动手往死里打,我是否该离","真没有想到跟老公会走到今天这一步,原本以为夫妻间久了没感情了但我们有两个孩子大家也能好好过日子,可是他周末回来确跟自己小女儿争电视看,还拿爸爸的权威吼女儿说要打他,弄得4岁的女儿在那儿哭闹,我说都不看,他就生气跟我吵起来,见他这样,说哪有这样跟自己孩子争电视看得,你妈妈也是这样教育你的吗.没有想到他当着我父母和儿女的面把手上的碗甩得粉粹,然后跟我大吵,后面说要打我,我以为他只是说气话,没有想到他真的用拳头朝我头部猛打",依妹320,清莲023,38,2019/8/1,8月3日,2020,5067846433
232,他....是我丧心病狂的父亲.......,他....是我丧心病狂的父亲.......,fategg,心情如天...,17,2017/4/1,8月3日,2020,6593076000
233,我和男朋友快一年了，他什么都好就是脾气方面跟我一样暴躁，只不,我和男朋友快一年了，他什么都好就是脾气方面跟我一样暴躁，只不过有一点不同的地方就是他会打人，第一次是在我们合租的房间里面，生闷气的我烦躁无比话也没跟他讲，他逗我开心，翻身过来骑在我的身上挠我痒痒，我并不想跟他嬉闹，极力的想推开他，他挠痒痒挠得我一直笑，笑着笑着我就崩溃的哭了我说你走开啊，他就开始发了疯魔一般的疯狂打我，打了我三次耳光，很重打得我脑袋瓜子嗡嗡响。我一直以为电视剧或者新闻上面那些家暴事,最爱海贼...,心情如天...,197,2020/4/3,8月3日,2020,6398842636
234,我07 今天爸妈吵架了，以前就经常吵，有一次还把我妈打瞎了一,我07 今天爸妈吵架了，以前就经常吵，有一次还把我妈打瞎了一只眼，想报警，不敢报，今天妈妈被打得一直在流血，我好想死，已经准备自杀了,纤砾眼里...,心情如天...,96,2019/12/1,8月3日,2020,6173579255
235,被老公打的浑身是伤，过后还不赔医药费！       结婚十年,被老公打的浑身是伤，过后还不赔医药费！ 结婚十年了感情不好，我是全职太太一直尽心抚养孩子，前几天下午因一些琐事，老公和我吵架，他又动手了，后来他拿拖鞋，铁棍，鸡毛掸子等朝我猛打，我也有挣扎，想摆脱他可不行，后来他关上房门打我，我六岁的孩子在门外哭喊，我开窗要自杀他才开门，过来我报警，我们去了派出所民调，警察劝说为主，批评力度不够，事后几天我去医院验伤，他不过问，也不出医药费，理由是他没上班，没钱，,冰晶石2018,心情如天...,19,2019/6/1,8月3日,2020,6739901119
236,你们好我是一名刚满15岁的女孩，这次我真的是忍不了了。从小到,你们好我是一名刚满15岁的女孩，这次我真的是忍不了了。从小到大我一直被打着长大被爸爸，活在各种辱骂下。我就没有见过阳光，今天他又打我了，我在做我的非牛顿流体，做完我把地方打扫干净的时候，他突然过来踢了我，随后用拖鞋打我，各种，还辱骂我是**，就应该嫁人，不要上学了，坚持对我说各种性器官，用性器官来辱骂我。我该怎么办?我也想拥有父爱,努力乐观,心情如天...,34,2020/6/10,8月3日,2020,5900132063
237,女人打男人时，男人应该还手吗？下面是一些网友的看法   云三,女人打男人时，男人应该还手吗？ 下面是一些网友的看法 云三少：现在的女人都生活在自己编制的童话世界里，包括婚姻在内，都是男人们惯的。 北京人：有的姐妹要说，男人怎么可以打女人？那么女人为什么可以打男人？有的姐妹说，男人打女人的时候，怎么不想爱不爱她？那么女人打男人的时候，为什么不想着爱的时候。有的姐妹说，女人是父母疼着养大的，完了给他打啊；那么男人也是父母心头的尖尖肉，养大了也不是让女人打的。 国防兵,或许未相...,一只黑尾,35,2018/7/1,8月3日,2020,5808716440
238,发个贴 说下什么叫做正确的三观。。,1：不为小事斤斤计较 比如被人不小心撞到了 对方没说对不起 买东西营业员少找钱了 说下就行（谁不会犯初心大义的错误？）开车被人撞到了对方没道歉但说话态度还行 有人乱穿马路等等等各种小事 能过去就过去 不多计较 2：人不犯我 我不犯人 人若犯我 我必犯人 以下错误行为 A：无缘无故家暴 B：无缘无故打路人 C：无缘无故欺负人 D：无缘无故找茬 骂人 E：无缘无故排挤人 F：跟人说话不礼貌 G：别人帮忙不说谢谢 以上错误行为 A最严重 EFG都可以,的个你认识,的个你认识,1,2020/7/29,7月29日,2020,6846186966
239,这样的伤痕身上满满的，还要给我扣出轨的帽子，24小时在一起，,这样的伤痕身上满满的，还要给我扣出轨的帽子，24小时在一起，手机他拿着！2岁的女儿吓得不行，他父母劝我，再也别和他过了！今天我终于要脱离苦海了！,贴吧用户_...,郭树清贾...,95,2020/3/2,10月27日,2020,6523056221
240,如果一个男的真的爱你，他会在喝醉跟你发生争执的时候打你吗？,如果一个男的真的爱你，他会在喝醉跟你发生争执的时候打你吗？,岛上的孤坟,不爱奶茶...,8,2020/7/27,8月1日,2020,6842747159
241,佛力最能改变人心（转载）净土法门因为仰仗阿弥陀佛四十八愿的力,佛力最能改变人心（转载） 净土法门因为仰仗阿弥陀佛四十八愿的力量，简单、容易，让所有人都可以回心，都可以来念佛，都可以从心中改变自我。刚强众生在阿弥陀佛无量光明的加持下，就会变得柔软。 1.佛光给人欢喜 阿弥陀佛有十二种光：无量光、无边光、无碍光、清净光、欢喜光、智慧光、难思光、无称光、超日月光等，这种种的“光”就是我们众生所需要的。 众生心中有无明，有烦恼，有业障。如此有无明有烦恼的人，自自然然心就不和,贴吧用户_...,贴吧用户_...,0,2020/7/31,7月31日,2020,6852637750
242,不要轻易恋爱，更不能随便结婚。嫁错人比不嫁人，可怕10000,不要轻易恋爱，更不能随便结婚。嫁错人比不嫁人，可怕10000倍！,磊哥12338,图样凃森破,9,2020/4/7,4月11日,2020,6602334480
243,和男朋友谈恋爱一年 订婚半年 被打过两次 以后会不会继续打我,和男朋友谈恋爱一年 订婚半年 被打过两次 以后会不会继续打我,迎太阳地...,清莲023,75,2019/11/1,7月31日,2020,6353920311
244,"请问有没有其他吧的链接，如QJ, WX。找了很久","请问有没有其他吧的链接，如QJ, WX。找了很久没找到 很想求助和揭发家庭成员在我儿童时期和少年时期多次威胁和强迫与我发生关系，并且经常对我wei xie。 我父母不知道这件事，原因很多。我妈会袒护这个亲戚，我爸有可能会做出过激行为，但是现在他生病了，情绪不能太激动。 我真不想把这件事带进棺材里。 这个**似乎天不怕地不怕，从来没有表现出愧疚。我知道就算报警，JC审问他，他也会狡辩,撒谎。 我试过在网上报警，询问如何起诉之类，",胖肉小姐姐,不求深刻,17,2020/5/30,7月31日,2020,6715242372
245,这家暴可以让渣男在里面关几天，警察会怎么处理,这家暴可以让渣男在里面关几天，警察会怎么处理,鑫弘科技,郭树清贾...,56,2020/5/19,10月27日,2020,6691824586
246,22岁刚刚被父母拿棍子打。求求快开学吧在家这100多天每个星,22岁刚刚被父母拿棍子打。求求快开学吧在家这100多天每个星期要吵架，各种各样的原因鸡毛蒜皮，找着就吵架，父母从来不认为自己是错的，说什么白养我了。笑了。 我妈尿毒症一星期去三次医院，很可怜吧哈哈哈哈哈哈哈从来没人可怜我,大松,不求深刻,4,2020/7/13,7月31日,2020,6811264623
247,你们都说有人好歹养了我，但是你们知道我经历了什么嘛？一个父亲,你们都说有人好歹养了我，但是你们知道我经历了什么嘛？一个父亲，把你当做赚钱工具，从初中开始，没有过一件像样的衣服没有一双像样的鞋子，鞋子变臭了脚被烂了还得继续穿，因为不能买，好不容易求来的100块要买衣服鞋子裤子。穿过最贵的衣服是50一件的(实体店),A招主播,不求深刻,28,2020/6/1,7月31日,2020,6717457296
248,心情很难受 有一样父母脾气暴躁的吗 没生在这种家庭是无法理解的,我家里管我管的严的要死，有时候还有家庭暴力我爹生我就是为了传宗接代，他在家里脾气大又懒爱指使人谁不听他话他就恨不得谁去死,毒蛇的孩子,塞壬的绝唱,6,2020/6/17,7月30日,2020,6754632996
249,今天突然感觉整个世界都崩溃了，老公动手打了我，从小到大第一次,今天突然感觉整个世界都崩溃了，老公动手打了我，从小到大第一次被人扇耳光，起因简直鸡毛蒜皮，刚开始我煮面煮软了估计他心里有点意见觉得我这么大了连面都煮不好(平时在家我们两个都会做饭)，后来叫他去取快递纸巾他不去，因为我要遛狗牵着狗我没法去取一大箱纸，问题是家里没纸了所以必须要去取。最终他还是不愿意，我问他莫名其妙的发什么脾气，他不说话，他就是这样生气就不说话，但我偏偏就最看不惯这样，况且我心里也没想通,小黄人快...,憧憬260,175,2019/5/1,7月30日,2020,6133133696
250,家暴老公什么星座,大家发下家暴老公都是什么星座 什么性格 讨论下,奈牛奶,什么名字...,186,2017/11/1,8月9日,2020,5420718433
251,希望有一天，当我发帖时，吧务和系统不删我的贴。,希望有一天，当男性遭到伤害时，没有人会骂他没出息。 希望有一天，当男性没钱买不起礼物，付不起彩礼，买不起车房时，不会被抛弃，说什么**就不要谈恋爱。 希望有一天，男性凭着自己的能力战胜了对手获得唯一的名额时，不会被说成抢了女性的名额。 希望有一天，一个女性发了一个哭的梨花带雨的视频讲一个男性威胁他，要伤害他时。不会有人不分青红皂白的攻击那个男性。 希望有一天，不会再有打掉女婴的愚蠢说法，不会再有国男大部分,和贱钢和,磊哥12338,6,2020/7/28,7月29日,2020,6844916344
252,被我妈家暴，求助，我能怎么办？这只是一小部分我只照了千分之一,被我妈家暴，求助，我能怎么办？这只是一小部分我只照了千分之一的受伤照片，今天因为意见不和穿鞋在我刚做完手术没几个月的伤口上踹,芭芭拉...,我要努力...,49,2020/4/6,7月29日,2020,6601079418
253,家里有个会打父母的大伯怎么办,家里有个会打父母的大伯怎么办,珢银,何以解忧2...,7,2019/1/1,7月26日,2020,6019506292
254,残疾人长期被家暴,想住到残疾人托养中心，残联说我有监护人，我爸也不同意，唉,科学拓新,a2056548,15,2020/7/20,7月27日,2020,6826603112
255,家庭暴力除了支体暴力，冷暴力，还有言语暴力，也是杀人于无形…,家庭暴力除了支体暴力，冷暴力，还有言语暴力，也是杀人于无形… 那天被说死了也是意料之中,小肥鹅cy,我叫苏墨,4,2020/7/25,7月26日,2020,6838799901
256,叙述我被家暴的事儿,叙述我被家暴的事儿,安然对方...,Sutaeprince,39,2020/5/16,6月25日,2020,6684973763
257,如果可以选择，谁会想2020年了还活在一个重男轻女的家庭里,如果可以选择，谁会想2020年了还活在一个重男轻女的家庭里,微微一笑...,一起,22,2020/6/2,6月28日,2020,6720358736
258,问一下被家暴多次但是没有证据怎么办 能报警立案吗 在线等,问一下被家暴多次但是没有证据怎么办 能报警立案吗 在线等,脚尖旋律,贴吧用户_...,12,2020/5/18,7月25日,2020,6689277907
259,半夜打呼噜，白天还整塑料袋。??我跟她说，她就骂我?,半夜打呼噜，白天还整塑料袋。??我跟她说，她就骂我?,贴吧用户_...,和贱钢和,2,2020/5/5,6月28日,2020,6661625930
260,我妈妈被我爸家暴，起诉离婚为什么不准许，警察那有证据啊，妈的,我妈妈被我爸家暴，起诉离婚为什么不准许，警察那有证据啊，妈的什么狗屁判决,夜...,贴吧用户_...,43,2020/4/23,7月25日,2020,6637825656
261,我老婆对我动手，你们看看我应该怎么办？,结婚三年了，今年有了自己的宝宝，她本来脾气就不怎么好，我是一直忍让着，最近有点得寸进尺了，动不动就对我发脾气，动手，我一个男人 只能忍着她，我还不能还手还嘴，一旦我反抗就更没完了，跟她讲不了道理。今天早晨拿着剪刀一起拆东西 忽然间跟我说信不信拿这个扎你？我心思怎么忽然间跟我说这个，我就说你不敢，她就试着拿剪刀轻轻的扎了我一下，我没说什么，后来拆完了她走了以后回来用脚踹了我一脚，我说你干嘛呢踹我，接着,空空空,贴吧用户_...,47,2017/8/1,7月25日,2020,5299258309
262,被媳妇一直激将，忍不住打了她3巴掌,两口子生气，女人吵架嘴快，吵不过她，她会说一些非常难听的话，一次说我像娘们儿，一次当着母亲面辱骂我，辱骂的话是x你妈之类的，我已经警告她不要再骂了再说，她反而是越不让她骂什么说什么她偏要说什么，故意刺激我，第一次忍住了，摔东西发泄，第二次实在没忍住就打了她三巴掌，我这家暴该不该受谴责？一直觉得男人当面被侮辱，而且在屡次警告无效，还一直被激将时候，很难控制自己的情绪和手。,带刀子路,贴吧用户_...,26,2018/11/1,7月25日,2020,5957417512
263,求助！！老公性格暴躁 喜欢大吼,求助！！老公性格暴躁 喜欢大吼大叫摔东西 还能改变他吗,恋人心xiong,贴吧用户_...,24,2017/6/1,7月25日,2020,5174534319
264,家暴吧   我的帖子被删了。我爸老打我，我受不了了，我是个女,家暴吧 我的帖子被删了。 我爸老打我，我受不了了，我是个女生，咋办。 吧务不要删贴，回复完我自动删,陌倾薇蓉,贴吧用户_...,211,2019/7/1,7月25日,2020,6196202094
265,有些父母不配为人,没有发生任何矛盾，就故意找茬胡乱发脾气打人！彻头彻尾的神经病！亲戚居然还把我带去精神病院，医生们听了我的话都说他是个败类！,错位的怀疑,贴吧用户_...,19,2020/6/18,7月12日,2020,6755219595
266,每回我老公打我，我没伤，他身上总是莫名其妙的有伤，比如口子，,每回我老公打我，我没伤，他身上总是莫名其妙的有伤，比如口子，胳膊腿啊青了一块，结婚三年，一共打我五次，第一次给了我一耳光，第二次踹了我一脚，第三次和第四次推我让我撞到墙了，第五次拍我脑袋一下。我在想我老公这算家暴吧，可是我没伤，连红都不带红的，他把自己的伤倒是都拍下来了，说留作证据。。。最郁闷的是孩子每回看到他打我，笑的可开心了，我要还手孩子就哭了，我这到底是干嘛了，待遇也差的太多了。每回我老公就,emal54321,GCR,352,2019/5/1,7月24日,2020,6139924095
267,有一个家暴男是真的很可怕,有一个家暴男是真的很可怕,小甜心,袁天罡的...,62,2020/3/28,7月13日,2020,6580695035
268,我一个朋友，疑似被家暴（是小孩，被她姐和她妈）她在画世界上和,我一个朋友，疑似被家暴（是小孩，被她姐和她妈）她在画世界上和我们联系，但她和她姐用一个号，大家可以帮一下她……,夏雪南洋,贴吧用户_...,7,2020/5/31,7月15日,2020,6716010954
269,如何走出家暴的阴影,我父亲不爱我虐待我，记事起他就没对我好过天天骂我三天就要找茬打我一次把我变得自卑敏感懦弱，还有他经常性的打我妈把我妈打住院过很多次了拿铁橇打我妈头。。。目前我已经工作了家暴对我有很大影响：1自卑明明是对的事情也不敢和别人争总是一副唯唯诺诺的样子2不知道为什么从小到大总有人欺负我，难到老实懦弱就会被欺负吗？我内向敏感懦弱是我父亲家暴造成的,过去随风...,发誓要吃...,5,2018/4/1,7月18日,2020,5627480129
270,上次被他打是四月二十一号，只过去了一个多月。今天发生了争吵。,上次被他打是四月二十一号，只过去了一个多月。今天发生了争吵。他没再对我对手，摔了东西。呵呵呵。内心深处真不想再过下去。可又不能不顾虑自己父母得感受！想消失！今天矛盾的起点是，我们结婚不到一年，我们哪里的规矩要走三季亲戚。我们两个在外打工，他父母在家，从不主动帮我处理这些事情。总是指一步走一步。他给他父母打了电话他父母才想起走亲戚，奇葩的是我家得门都没进，把东西拉去了。感觉他父母没把我父母当回事。每,airui918,发誓要吃...,164,2019/6/1,7月18日,2020,6155715472
271,佛力最能改变人心（转载）净土法门因为仰仗阿弥陀佛四十八愿的力,佛力最能改变人心（转载） 净土法门因为仰仗阿弥陀佛四十八愿的力量，简单、容易，让所有人都可以回心，都可以来念佛，都可以从心中改变自我。刚强众生在阿弥陀佛无量光明的加持下，就会变得柔软。 1.佛光给人欢喜 阿弥陀佛有十二种光：无量光、无边光、无碍光、清净光、欢喜光、智慧光、难思光、无称光、超日月光等，这种种的“光”就是我们众生所需要的。 众生心中有无明，有烦恼，有业障。如此有无明有烦恼的人，自自然然心就不和,贴吧用户_...,兔子的春...,1,2020/7/17,7月25日,2020,6819826680
272,我女朋友的父亲从小到大殴打她和她妈妈，而且都是因为钱的事，经,我女朋友的父亲从小到大殴打她和她妈妈，而且都是因为钱的事，经常把钱挂在嘴边，酗酒打牌，一天天不务正业，玩车玩游戏。然后她爸爸不工作，就指望她和她妈，我女朋友还在上学时候就不想给学费了。大学四年都是她自己打工兼职挣钱养活自己。然后过年回家还冲我宝贝要钱。我宝宝开了一个月的工资换下用了三年的手机，回去就被她爸给打了，骂她，侮辱他，简直疯了。我女朋友被打掉过牙，给她妈打的进过医院，我希望能帮助她，让她早,丿浅声丶...,贴吧用户_...,12,2020/1/26,7月25日,2020,6460883222
273,夫妻互殴算不算家暴？,夫妻互殴算不算家暴？,al809255755,和贱钢和,223,2020/4/20,6月28日,2020,6629645437
274,怀孕五个月，在公婆面前吵架被丈夫家暴，,怀孕五个月，在公婆面前吵架被丈夫家暴， 我和他刚开始相处很好，他对我很好，刚开始不久我怀孕了，我一直抵触怀孕，他特别想让我怀孕，最终怀了，相处半年多，我们领证结婚，等于奉子成婚，刚开始，他说将来公婆不会住在一起，住在一起会有矛盾，可是，从我们相识到领证，他的父母就没有离开过，因为他父母是外地的，老家没有房子，就一直住在儿子家，我们谈恋爱的时候，基本不好意思上他家因为他父母在，可是又没有其他的房子，,夏天糖果,爱妹宝,61,2020/6/13,7月25日,2020,6745618908
275,【发帖必看】〓家暴吧吧规二〇一八年十月版,欢迎各位新老吧友！ 家暴吧，严格来说，它不是普通的吧友互动吧，建吧初衷只是为家暴受害人提供一些相关的心理关怀、建议和辅导，普及关于家暴的心理学知识及相关法律常识，帮助澄清“家暴”的心理与法律误区。。。 目前，随着会员逐渐增多（已近两万人），为更好的给予吧友们一个和谐温馨的互动环境和氛围，自即日起，本吧相关的吧规正式实施。,寒潭玄曳...,寒潭玄曳...,2,2018/10/1,10月14日,2020,5913220864
276,佛力最能改变人心（转载）净土法门因为仰仗阿弥陀佛四十八愿的力,佛力最能改变人心（转载） 净土法门因为仰仗阿弥陀佛四十八愿的力量，简单、容易，让所有人都可以回心，都可以来念佛，都可以从心中改变自我。刚强众生在阿弥陀佛无量光明的加持下，就会变得柔软。 1.佛光给人欢喜 阿弥陀佛有十二种光：无量光、无边光、无碍光、清净光、欢喜光、智慧光、难思光、无称光、超日月光等，这种种的“光”就是我们众生所需要的。 众生心中有无明，有烦恼，有业障。如此有无明有烦恼的人，自自然然心就不和,贴吧用户_...,贴吧用户_...,0,2020/7/24,7月24日,2020,6836087894
277,有的人用童年治愈一生有的人用一生治愈童年,有的人用童年治愈一生 有的人用一生治愈童年,话语如刀,郭树清贾...,7,2020/3/3,10月27日,2020,6526437315
278,佛力最能改变人心（转载）净土法门因为仰仗阿弥陀佛四十八愿的力,佛力最能改变人心（转载） 净土法门因为仰仗阿弥陀佛四十八愿的力量，简单、容易，让所有人都可以回心，都可以来念佛，都可以从心中改变自我。刚强众生在阿弥陀佛无量光明的加持下，就会变得柔软。 1.佛光给人欢喜 阿弥陀佛有十二种光：无量光、无边光、无碍光、清净光、欢喜光、智慧光、难思光、无称光、超日月光等，这种种的“光”就是我们众生所需要的。 众生心中有无明，有烦恼，有业障。如此有无明有烦恼的人，自自然然心就不和,贴吧用户_...,小玩物,1,2020/7/12,7月21日,2020,6808282215
279,打是亲骂是爱，以后我会好好“爱”我父母的。,打是亲骂是爱，以后我会好好“爱”我父母的。,敢为天...,敢为天...,2,2020/7/19,7月19日,2020,6823227772
280,妈妈为婆家做的贡献不容被渣践踏我妈妈名叫范玲，1963年3月,妈妈为婆家做的贡献不容被渣践踏 我妈妈名叫范玲，1963年3月21日生，高中学历，高中毕业当上民教，生活过的平淡幸福，然而改变她一生的是与我爸闪婚。众所周知，我爸劣根性强，从小就爱撒谎，受爷爷奶奶溺爱影响劣根粗壮以至于破土而出。我妈没了解清楚，就盲目跟了我爸，后面的苦她也只能默默承受。 我妈妈怀我时，因婆媳关系不好，受尽婆家的冷漠，首先就是我爸，这个应该给她爱的男人，一次次伤害她；我爸被人撞见逮猫或赌博，被妈,逐风叱羽,逐风叱羽,0,2020/7/17,7月17日,2020,6820451162
281,我去我家庭我妈嫌弃我怎么样嫌弃我嫁不出去减肥肚子怎么样而且经,我去我家庭我妈嫌弃我怎么样嫌弃我嫁不出去减肥肚子怎么样而且经常喜欢恶意语言骂人我不是没人要有过对象后来都是因为她不同意还一直跟我说难听话，说我没用，脸上火了，我也不好受,壬文次,孤寡青年,1,2020/7/11,7月17日,2020,6805083781
282,佛力最能改变人心（转载）净土法门因为仰仗阿弥陀佛四十八愿的力,佛力最能改变人心（转载） 净土法门因为仰仗阿弥陀佛四十八愿的力量，简单、容易，让所有人都可以回心，都可以来念佛，都可以从心中改变自我。刚强众生在阿弥陀佛无量光明的加持下，就会变得柔软。 1.佛光给人欢喜 阿弥陀佛有十二种光：无量光、无边光、无碍光、清净光、欢喜光、智慧光、难思光、无称光、超日月光等，这种种的“光”就是我们众生所需要的。 众生心中有无明，有烦恼，有业障。如此有无明有烦恼的人，自自然然心就不和,贴吧用户_...,贴吧用户_...,0,2020/7/15,7月15日,2020,6815269457
283,快崩溃了，有一个没责任心自私且有暴力倾向的人还能一起生活么？,快崩溃了，有一个没责任心自私且有暴力倾向的人还能一起生活么？,瑟瑟发抖...,我要努力...,7,2020/7/13,7月14日,2020,6809514014
284,活着好累,活着好累,南北喽,我要努力...,5,2020/7/2,7月7日,2020,6785175051
285,被家暴的孩子只能自己痊愈。,被家暴的孩子只能自己痊愈。,淕淮,贴吧用户_...,4,2020/4/6,7月7日,2020,6600562318
286,怎么把家里的狂躁症送进精神病院，快受不了了,怎么把家里的狂躁症送进精神病院，找工作不敢找远的，怕一段时间回家家里又出事，放假在家几天我神经衰弱又要犯了,风暴指...,风暴指...,0,2020/7/6,7月6日,2020,6794875677
287,拒绝家暴！！看看这段感情还有没有继续的可能性，离开会更好，十,拒绝家暴！！看看这段感情还有没有继续的可能性，离开会更好，十字路口该如何选择？人生中的另一半何时来？塔罗一对一占卜，联系看我主页,灵犀卡牌,灵犀卡牌,0,2020/7/5,7月5日,2020,6792154878
288,#拒绝家暴#生活是用来享受的   为什么会发生一些不好的事情,#拒绝家暴#生活是用来享受的 为什么会发生一些不好的事情 拒绝一切不好的 珍惜眼前,无须终有...,鑫弘科技,2,2020/6/28,7月5日,2020,6775970863
289,一对一塔罗占测：可看情感，桃花，能否复合和心中的ta能否在一,一对一塔罗占测： 可看情感，桃花，能否复合 和心中的ta能否在一起？ta对你的看法 可看事业，财运，学业运，考试运等等 加～lingxikapai,灵犀卡牌,灵犀卡牌,0,2020/7/4,7月4日,2020,6790019254
290,南无观世音菩萨，每天多念会有不可思议感应,灾难的时候，来不及念大经，只念圣号也可以。要从内心发出“南无大慈大悲观世音菩萨，求观世音菩萨救救我，救救我……”。 如果实在着急就直接叫“观世音菩萨，观世音菩萨……”。因为观世音菩萨悲心深切，观世音菩萨救人的心很急切，你们只要一念观世音菩萨的圣号，观世音菩萨马上就有感应。 一定要记住，只要念观世音菩萨救救我，菩萨就会来救你的，因为观世音菩萨是闻声救苦，观世音菩萨是有求必应的，所以，观世音菩萨与苦难的,唐朝美人...,贴吧用户_...,5,2018/7/1,7月3日,2020,5803843488
291,欢迎您为《疫情》祈祷加入观音心咒大共修微信群 想要正规系统学,欢迎您为《疫情》祈祷加入观音心咒大共修微信群 想要正规系统学习佛法的请进群 赠人玫瑰手留余香 此群禁止发任何广告 一经发现立刻请出群 感谢各位菩萨的配合 随喜功德 ！??????【图片】【图片】,贴吧用户_...,贴吧用户_...,3,2020/4/25,7月3日,2020,6641113324
292,怎么说呢，我的童年和家暴吧的大多数一样吧，有这同年阴影，从记,怎么说呢，我的童年和家暴吧的大多数一样吧，有这同年阴影，从记事起就基本开始被家暴，现在长大了，越来越严重了，这次，我要帮主百万家暴孩子，这个群，虽然人还是不多，但是，我希望，我们可以在群里谈心，互相安慰，成为一个没有血缘关系的家庭，我们会互帮互助，加油 群号—239615022,一只小粉...,一起,1,2020/6/9,7月1日,2020,6737937645
293,****儿，就你们这***配当我父母，垃圾。,****儿，就你们这***配当我父母，垃圾。,贴吧用户_...,一起,1,2020/6/24,7月1日,2020,6767975153
294,想问一下大家，家暴过的男人，分开以后，他会家暴别人吗，还是会,想问一下大家，家暴过的男人，分开以后，他会家暴别人吗，还是会改？,玉米粒粒...,无须终有...,61,2019/9/1,6月28日,2020,6268336053
295,被这首歌的歌词戳了戳心,遍体鳞伤还笑着原谅-你的酒馆对我打了烊-承诺是小孩子说的谎-子弹在我心头上了膛。。。。。。听着听着就代入父亲家暴的行为了泪奔,超级冰冰...,只为守护...,1,2020/6/26,6月27日,2020,6773234962
296,我父母55岁，很健康。我妈做长沙臭豆腐出摊，也在郑州。我爸在,我父母55岁，很健康。我妈做长沙臭豆腐出摊，也在郑州。我爸在家待着，不确定养猪。（以前养过猪，因为大风暴猪瘟病倒了，死光了） 我们三位都在郑州。我，我妈，我弟弟在新郑富士康。他对象工作在我工作附近不远 这你放心，我不像那些妈宝男，靠父母，不工作。我毕竟对自己历练一下，比如家里做饭，打扫卫生，会修什么机器。你怀孕我天天伺候给你做饭吃，24小时陪你看娃娃。这就是我的任务。 网上征婚骗子太多了，耽误了时间，连个,郑州臭...,郑州臭...,0,2020/6/27,6月27日,2020,6773970712
297,本以为我母亲可以理解我，但是现在却发现，我根本无法和她沟通。,本以为我母亲可以理解我，但是现在却发现，我根本无法和她沟通。以前小姑离婚了（因为丈夫出轨，还不是出轨一个。）今年母亲和父亲吵架时，劝她离婚，母亲也说离（不止一次）最后却说不离，跟我说你小姑不也离婚了吗？你看看她过的好吗？我就…我小姑是因为丈夫多次出轨才离得婚，而且儿子归自己，生活得不错，离婚之后又买一套房，儿子成绩也好，自己也有经济来源。我母亲却说她过得不好，还给我说我小姑离婚不是因为丈夫出轨原因,hyqssga,天边一只...,1,2020/6/26,6月27日,2020,6773237371
298,疫情那几天，我爸突然回来，先是一言不合把我妈腰踢伤，本想着就,疫情那几天，我爸突然回来，先是一言不合把我妈腰踢伤，本想着就过去了，然后今天又开始给我妈发消息，说什么要不是为了我早就把我妈砍了，深夜了心情有点难受。。,希萌酱心,贴吧用户_...,9,2020/5/31,6月26日,2020,6717307684
299,我的监护人，在阴天洗被子，你们说她是不是有病，我说了她几句，,我的监护人，在阴天洗被子，你们说她是不是有病，我说了她几句，她拿吹风机吹干，那么吵，***影响我上课，她就说是影响我打游戏，我越来越觉得她有病。在我3年级的时候，有一次背书，没背好，***就打我后脑勺，然后撞到了桌子，把我牙齿磕掉了。她没有道歉，反而还倒咬我一口，说什么我自己撞到，看图三就是桌子的缺口，被我撞的。她时不时还打我后脑勺。烦死了?希望她不是我的监护人，因为她不配！,贴吧用户_...,kkggh09,2,2020/6/24,6月25日,2020,6768022280
